label,email
ham," letter for lloyd  shirley ,  please , add the date at the right place .  vince"
ham," technical corner paper  vince ,  as you suggested , i splited the paper into two parts , the first one  devotes to the fx market and second one to gas market . attached  is the first part .  let me know if there is any mistakes in there , thanks .  sam ,  vince wants to publish this article in the next monday edition of the  research intelligence .  thanks .  zimin"
ham," model effort in houston  christian ,  our spring / fall window of "" ? nactivity "" is rapidly eluding us . . .  we need to get our internal model operational without delay .  along these lines , let ' s go ahead and plan your visit to houston as soon as possible ,  but by all means get you in at least 4 weeks before hurricane season .  that would mean the month of may looks good .  please inform me what duties you could not perform from here to support the sydney office ,  we ' ll figure out how to keep that office whole .  ( it ' s working without a hitch to have steve bennett in london , but continuing his houston duties )  if the first week in may ( for the whole month ) will work , please respond asap and we ' ll get housing arrangements finalized .  looking forward to your visit ,  - - - mike"
ham," re : training courses  shirley ,  no problem .  vince  shirley crenshaw  03 / 13 / 2000 12 : 08 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : training courses  vince :  kevin moore and jose marquez would like to take a course entitled  "" wellhead to burnertip "" which is scheduled monthly . the first course  available would be may 18 th and the cost would be $ 600 . 00 each .  is this ok ?  thanks !"
ham," invites for australian energy risk 2000 july 17 - 18  dear lucie ,  when i agreed to speak at the above conference , it was agreed that enron  could bring another staff member to attend gratis . however , i noticed that  enron is actually providing two speakers - dr vince kamainski and myself . it  would be appreciated if we could instead of sending two staff members to the  same seminar that enron sends one staff member to the aust energy seminar and  one staff member to the risk 2000 - sydney seminar in august 22 - 23 . the  length & pricing are similar for both the seminars .  upon your reply , i will supply the names of the staff members , there is  strong internal competition to go .  thank you , raymond  715 pm 4 july  "" lucie deathridge "" on 05 / 25 / 2000 09 : 30 : 25 am  please respond to "" lucie deathridge ""  to :  cc :  subject : australian energy risk 2000  thank you for agreeing to speak at the australian energy risk 2000  conference in sydney in july . last week i sent a speaker pack to you . i  would be grateful if you would confirm receipt of this by return of email .  in the event that you have not received it please let me know immediately  and send me your full contact details . i am the co - ordinator of this  conference and please do not hesitate to contact me if you have any queries .  regards  lucie deathridge  conference co - ordinator  risk publications  ?  tel : ( + 44 ) ( 0207 ) 484 9867"
ham," more hedge effectiveness testing  vince ,  have you seen the latest version of our article ? in a nutshell , it  establishes both what ' s right and what ' s wrong with r - squared / regression .  essentially , r - squared is fine provided that the amount of the derivative  optimal , but otherwise it makes little sense .  please let me know what you think about this .  regards ,  andy  andrew kalotay associates , inc .  ( 212 ) 482 - 0900  andy @ kalotay . com  visit our web - site http : / / www . kalotay . com  - fasl 33 article . pdf"
ham," re : ll visa - anshuman shrivastava  molly : for your information , i received this reply from anshuman today .  as i mentioned in my voicemail to you today after seeing the note from neil  mcgregor , there is no possible way that anshuman could be in the us to work  on february 5 th . until i receive all of his documents , and the necessary  information from you regarding his position in the us , i do not have the  information to send to the attorneys for the visa application .  once they receive the paperwork , they will need to prepare the documents in  triplicate , and send to me . at this stage , i will send the documents to  anshuman in india and he will need to make an appointment at the us consulate  in order to have the ll visa stamped into his passport . he will not be able  to come to the states to work without this visa in his passport ! all of this  could take approx . 3 - 4 weeks to accomplish . i think march would be a more  realistic timeframe !  please let me have your thoughts .  thanks  margaret  - - - - - - - - - - - - - - - - - - - - - - forwarded by margaret daffin / hou / ect on 01 / 25 / 2001  09 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  anshuman srivastav @ enron _ development  01 / 25 / 2001 12 : 35 : 53 am  to : margaret daffin / hou / ect @ ect  cc : sandeep kohli / enron _ development @ enron _ development , harsimran  subject : re : ll visa - anshuman shrivastava  hi margaret ,  apologies for not getting in touch earlier . i am unfortunately out of mumbai  and will be back only on sunday . will send you all the documents on monday  morning . they will reach you by latest wednesday .  appreciate the help ! !  thanks !  regards ,  anshuman  margaret daffin @ ect  01 / 24 / 2001 10 : 57 pm  to : anshuman . srivastav @ enron . com  cc : molly magee / hou / ect @ ect , vince j kaminski / hou / ect @ ect , jane  allen / hou / ect @ ect , timothy callahan / na / enron @ enron , ranendra  sengupta / enron _ development @ enron _ development , wade  cline / enron _ development @ enron _ development , neil  mcgregor / enron _ development @ enron _ development @ ect , harsimran  subject : ll visa - anshuman shrivastava  anshuman : please go ahead and complete the visa questionnaire and send the  required documents so that i can proceed with your working visa for the us .  regardless of the length of time you will be in the us , you will still need  the ll visa in order to work here .  many thanks  margaret  - - - - - - - - - - - - - - - - - - - - - - forwarded by margaret daffin / hou / ect on 01 / 24 / 2001  11 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  margaret daffin  01 / 23 / 2001 11 : 01 am  to : anshuman . srivastav @ enron . com  cc : molly magee / hou / ect @ ect , vince j kaminski / hou / ect @ ect , jane  allen / hou / ect @ ect , timothy callahan / na / enron @ enron , ranendra  sengupta / enron _ development @ enron _ development , wade  cline / enron _ development @ enron _ development , neil  mcgregor / enron _ development @ enron _ development @ ect , harsimran  subject : ll visa - anshuman shrivastava  anshuman : i have been asked to contact you regarding your possible move to  houston , texas . in order that i may begin the process of getting you an ll  immigration visa , i will need you to complete the attached visa questionnaire  and return it to me with copies of the following documents :  a copy of all pages of your passport , even if blank  copies of all previous us visas issued  an updated resume , showing months and years  copies of all diplomas and transcripts received  if you have dependent family members coming to the states with you , copies of  their passports  please send to my attention , via fedex to :  enron corp .  3 allen center , 3 ac 2026 a  333 clay street  houston , tx 77002  please call me with any questions you may have at 713 - 345 - 5083 ."
spam," harderr  hello , welcome to medzon vivacity line shop  we are pleased to introduce ourselves as one of the ieading online phar purree maceuticai shops .  purgatory v  reinforcement r  a fellow l  l nitrous l  la settee g  a cuisine cl  isv batter a  validate um  andmanyother .  - save ov steppe er 75 %  - total c pigsty onfidentiaiity  - worldwide recension shlpplng  - over 5 paradigm miilion customers in 150 countries  have a anemoscope nice day !"
ham," membership mixer tomorrow - paesanos lounge !  nesa / hea members ~  don ' t forget to join us tomorrow ( thursday , january 18 th ) for our first  membership mixer of 2001 at paesanos lounge located at 213 milam between  franklin and congress streets in the downtown market district . sponsored by  national energy & trade , llc , the fun begins at 5 : 00 p . m . and your first  drink is free when you mention you ' re with nesa / hea at the door . there will  be a buffet available for our group as well as valet parking .  remember that paesanos also offers a great selection of fine cigars for your  enjoyment while you network with other industry colleagues , and special  guest artist , yvonne washington , performs at 8 : 00 p . m . we ' re expecting a  great turnout , so don ' t be left out !  as part of our membership drive , bring a new member with you and become  eligible for a great door prize , graciously donated by kay atchison  ( nesa / hea co - chair ) from duke energy . it ' s a great opportunity to renew  your dues as well . again , if you didn ' t receive your renewal in the mail ,  i ' m attaching a pdf file that can be opened in adobe acrobat . if you don ' t  have that application , download it free from our website at www . nesanet . org .  hope to see you there ! you can ' t afford to miss this event !  >  - nesaneamembership . pdf"
ham," re : copper curve  ted ,  i agree . curve review has always been rac responsibility . please , let me know  if we can assist you in any way .  vince  from : ted murphy  10 / 29 / 2000 10 : 23 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : copper curve  tani ,  please touch base with lloyd fleming as to whom from rac should review the  methodology . i view that it is the commercial team ' s responsibility to post  the curve , operations responsibility to gather objective information on the  efficacy of the curve on a ( minimum ) monthly basis and report all highly  sensitive curves , rac will not approve or disapprove a curve but question  methodology / motivations and subsequent changes and do so in a senior  management forum ( i . e . , we will tell on those who have suspect curves or  curve movements ) . obviously , we are looking for the best estimate of the  value of those products in those time buckets today , we also favor object ,  consistent application of methodoology intra and inter commodity .  ted  vince j kaminski  10 / 27 / 2000 04 : 18 pm  to : tani nath / lon / ect @ ect  cc : vince j kaminski / hou / ect @ ect , steven leppard / lon / ect @ ect , tim  poullain - patterson / lon / ect @ ect , harry tefoglou / lon / ect @ ect , esther  gerratt / lon / ect @ ect , maureen raymond / hou / ect @ ect , ted murphy / hou / ect @ ect  subject : re : copper curve  tani ,  no problem . we shall look at the curve on monday . i have organized a small  team to examine  the curve from different perspectives .  curve validation is normally a rac prerogative and i shall get them involved  on monday  vince  tani nath  10 / 27 / 2000 11 : 40 am  to : maureen raymond / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , steven leppard / lon / ect @ ect , tim  poullain - patterson , harry tefoglou / lon / ect @ ect , esther gerratt / lon / ect @ ect  subject : copper curve  following steve ' s note to you earlier today , i wanted to mention that we have  a fairly urgent need for review of the copper curve in particular , as there  is a deal due for final pricing in the next few days .  i am not sure what data you have received from enron metals in london , so i  am asking tim poullain - patterson to ensure that you have the curves and the  economic justification proposed as soon as possible . please direct any  questions to him or to harry tefoglou . i will be in the tokyo office next  week , but available via e - mail .  thanks in advance for your assistance ,  tani"
ham," re : fw : parent - subsidary model  hi again ,  thanks for the financial data on enron ' s european counterparties .  it is my understanding that you started out with a list of 500 such  counterparties . however , your spreadsheet only contains information for 72  of these european counterparties .  will you please tell me the logic behind the elimination of the 400 + other  counterparties ?  thanks so much ,  iris  - - - - - original message - - - - -  from : parsons , ben  sent : tuesday , april 17 , 2001 2 : 56 am  to : mack , iris  cc : valnek , tomas ; dhar , amitava ; mumford , mike  subject : re : fw : parent - subsidary model  hi iris  the inputs and outputs generated by riskcalc can be seen in the attached file :  >  we only looked at the 5 - yr pd .  inputs are in columns a - u . these are the inputs generated by amadeus . you can  run these inputs through the riskcalc model over the web  ( http : / / www . moodysqra . com / privfirm ) using the login : dupred , password :  detective . this is our trial licence which lasts for about 2 more weeks ( mike  mumford will have more details about the current licence )  tomas valnek was getting the data from the amadeus database , so i ' ll leave it  to him to determine if houston access is possible . in the meantime you can  use the dataset attached for testing purposes .  ben  from : iris mack / enron @ enronxgate on 12 / 04 / 2001 17 : 58 cdt  to : ben parsons / lon / ect @ ect  cc : amitava dhar / corp / enron @ enron  subject : fw : parent - subsidary model  hi ben ,  how are you ? today we had a meeting with craig chaney and jeff kinneman to  discuss the private firm model .  they requested that i spend some time carefully analyzing the moody ' s  riskcalc model . i noticed that you also have been looking at riskcalc - as  indicated in your paper entitled "" pricing parent companies and their  subsidiaries : model description and data requirements ""  other than the example discussed in your paper , did generate any other test  statistics , scores , etc .  also , you stated that you used amadeus database . we are in the process of  trying to obtain data from various data vendors - but that may take a while .  in the mean time , may we have access to the amadeus database or some sample  dataset ?  thanks so much ,  iris  - - - - - original message - - - - -  from : valnek , tomas  sent : tuesday , april 10 , 2001 9 : 10 am  to : fiala , markus ; seyfried , bryan ; salmon , scott ; kirkpatrick , eric ;  mumford , mike ; fontaine , jean - sebastien ; brooks , simon ; price , nigel ;  diprose , robert ; rezaeian , reza ; gordon , mike ; lee , derek ; hershkovitz , ilan ;  golden , sally ; stephan , nicholas ; albanis , george ; shanbhogue , vasant ; mack ,  iris  cc : parsons , ben  subject : parent - subsidary model  attached is a description of the parent - subsidiary model that ben and i have  been working on over the last few weeks .  comments welcome !  tv  >"
ham," benefits - personal days  vince :  is the following all right to send to the group ?  * * * * * * * *  good morning all :  the question has arisen as to whether enron has "" personal days "" , that ,  you can take in case of repair problems at home ; car problems ; sick spouse ,  sick child , etc .  i checked with hr and the policy manual and the answer is "" no "" , but they  can be designated at the discretion of the supervisor . i talked this over  with vince and he has decided that the research group will be allowed  two ( 2 ) personal days per year to take care of personal business and  not have to take a vacation day , discretionary day , or leave of absence .  if you have advance notice ( such as an air conditioner repair scheduled ) ,  please let me know when you are going to take these days . if an  emergency arises with no notice , please call in and let me know that you  are taking a personal day . it will be coded on your time sheet .  these two personal days will in no way cancel or take the place of , "" funeral  leave "" , "" family leave "" , or "" civic duty leave "" . they are just a way of being  able to take care of repair problems and other personal problems that arise .  these should be very beneficial and i am sure very much appreciated by  all of us .  if you have any questions , please call me .  shirley  3 - 5290"
ham," re : move research employee from one location to another on the 19 th  floor  shirley ,  your request has been scheduled for march 23 rd .  erica : )  shirley crenshaw  03 / 17 / 2000 12 : 16 pm  to : move - team / epsc / hou / ect @ ect  cc : stinson gibner / hou / ect @ ect , vince j kaminski / hou / ect @ ect , william  smith / corp / enron @ enron , kevin g moore / hou / ect @ ect , vasant  shanbhogue / hou / ect @ ect , clayton vernon / corp / enron @ enron  subject : move research employee from one location to another on the 19 th floor  hello all :  attached is a churn request to move clayton vernon from ebl 943 to ebl 952 .  he will need 3 boxes and labels delivered to his ebl 943 location , a few  days before you schedule his move .  if you need any other information , please let me know .  thanks and have a great weekend !"
ham," re : grades  pam ,  the students resent the documents .  the group members :  rakhi israni  felix feng lu  winny so  orlandotaylor  sanjay wankhade  ning zhang  grade : a  separately , i think i have sent you already :  jeffrey planck  grade : a  please , confirm this message .  vince kaminski"
ham," patricia tlapek  brad ,  as per our previous discussions , vince wanted me to give you the background  on our request to bring patricia tlapek into the research group at the very  top end of the manager group . the justification for this was not only her  extraordinary performance in setting up our technical analysis section but  also our reliance on her to build this group and expand its scope .  this memo is in response to your request today to document our reasoning .  this past year patricia was extremely successful in building internal  clientele for her products and recommendations - she is now widely relied on  by gas , power , crude and equity marketers , as well as traders from the  calgary office . in addition , she developed and presented seminars to bring  traders up to speed on techniques in technical analysis .  also this last year patricia built and populates daily the research group ' s  intranet site on technical analysis .  as a crowning achievement ( but just the beginning ) , patricia was given the  authority to actually trade natural gas as jeff shankman , managing director ,  authorized her book for technical analysis trading .  currently , we are proceeding with the expansion of her group personnel - wise  and she is agressively working to gain authority from other groups to trade  live books on other energy commodities and energy - related equities .  for these reasons , we want to peg patricia ' s salary at the top of the pay  scale .  thanks for expediting this effort .  - - - mike"
ham, confirmation of your order  this is an automatic confirmation of the order you have placed using it  central .  request number : ecth - 4 rstt 6  order for : vince j kaminski  1 x ( option : 128 mb upgrade for deskpro en 6600 $ 129 )  1 x ( standard desktop $ 1262 ) enron it purchasing
ham," credit reserve model meeting  vince ,  the number you will need to call - in for the credit reserve model meeting on  tuesday , february 13 at 4 : 00 is 713 . 345 . 3324 .  if you have any questions , please do not hestitate to call me at x 33565 .  thank you .  terri greenlee"
ham," re : rtp project  please count the following 3 people from enron energy services to attend the  conference :  anoush farhangi  osman sezgen  p v krishnarao  if there are additional people interested in attending the conference , i will  let you know .  best regards ,  krishna .  - - - - - - - - - - - - - - - - - - - - - - forwarded by pinnamaneni krishnarao / hou / ect on  03 / 20 / 2001 03 : 12 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  03 / 19 / 2001 11 : 32 am  to : pinnamaneni krishnarao / hou / ect @ ect  cc :  subject : re : rtp project  krishna ,  please , confirm with hill huntington .  vince  pinnamaneni krishnarao  03 / 19 / 2001 09 : 28 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : rtp project  yes , i would be definitely interested . count me and osman also to  participate . i will forward your email to others in ees who might be  interested also .  krishna .  vince j kaminski  03 / 19 / 2001 08 : 12 am  to : john henderson / hou / ees @ ees , pinnamaneni krishnarao / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect  subject : rtp project  john and krishna ,  i am sending you an outline of a conference at stanford on topics related to  demand - side pricing and management in the power markets .  please , let me know if you are personally interested and who else  in your respective organizations would like to attend .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 19 / 2001  08 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  hill huntington on 03 / 15 / 2001 05 : 26 : 55 pm  to : vkamins @ enron . com  cc :  subject : rtp project  vince ,  targetted conference date is th - f june 21 - 22 at stanford . enclosed in the  recent revision to what i sent before .  great to meet you ,  hill  - retail notes . rtf  hillard g . huntington  emf - an international forum on  energy and environmental markets voice : ( 650 ) 723 - 1050  408 terman center fax : ( 650 ) 725 - 5362  stanford university email : hillh @ stanford . edu  stanford , ca 94305 - 4026  emf website : http : / / www . stanford . edu / group / emf /"
ham," re : storage book . . .  hi stinson , shales ' initial in road to ebs was through david cox ( after  vince ' s suggest to talk to david , i think ) . what shalesh did at the time was  to put a four page concept on trading storage as a commodity in the new  networked world . he has keen interest in such an idea and has done some  work . he will be a good fit unless that person has to be in ebs under jean  etc . . . . if so , we are not ready to let shalesh go ! he can support that  effort , but i need him to get the supply & demand work in real - time user  friendly form for jean ' s traders before shalesh ventures onto something  else . i did promising that i will get him involved in some juicy stuff like  new product / deals etc . . . . this may be his non - it stuff that he can do . . . . .  what do you think ?  ravi .  stinson gibner @ ect  02 / 18 / 00 10 : 10 am  to : ravi thuraisingham / enron communications @ enron communications  cc : vince j kaminski / hou / ect @ ect  subject : storage book . . .  ravi :  samer and i met this morning with sara ledbetter . she is starting the  groundwork for setting up a storage book and a streaming book for tracking  the e - powered products positions . they are having a meeting on next  tuesday to discuss this . samer will attend . this is a good opportunity to  start compiling the data that we will need for some of john grieblings  questions .  - - stinson  p . s . sara also asked if we knew anyone who would be interested in managing  the storage book . any suggestions ?"
ham," mid - year 2000 performance feedback  note : you will receive this message each time you are selected as a reviewer .  you have been selected to participate in the mid - year 2000 performance  management process by providing meaningful feedback on specific employee ( s )  that have been identified for you . your feedback plays an important role in  the performance management process , and your participation is very critical  to the success of enron ' s performance management goals .  please provide feedback on the employee ( s ) listed below by accessing the  performance management system ( pep ) and completing an online feedback form as  described in the "" performance management quick reference guide "" . you may  begin your feedback input immediately . please have all feedback forms  completed by the date noted below .  if you have any questions regarding pep or your responsibility in the  process , please call the pep help desk at the following numbers :  in the u . s . : 1 - 713 - 853 - 4777 , option 4  in europe : 44 - 207 - 783 - 4040 , option 4  in canada : 1 - 403 - 974 - 6724 ( canada employees only )  or e - mail your questions to : perfmgmt @ enron . com  thank you for your participation in this important process .  the following list of employees is a cumulative list of all feedback  requests , by operating company , that have an "" open "" feedback status . an  employee ' s name will no longer appear once you have completed the feedback  form and select the "" submit "" button in pep .  review group : enron  feedback due date : jun 16 , 2000  employee name supervisor name date selected  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  ahmad , anjam dale surbey may 22 , 2000  carson , margaret m james d steffes may 26 , 2000  vernon , clayton j vasant shanbhogue may 26 , 2000  zipter , rudi c theodore r murphy may 25 , 2000"
ham," in confidence : prc summary  hi vince  following our prc meeting yesterday , here are the high - level facts as i  presented them :  ben parsons , overall : satisfactory . good interpersonal skills , we have  questions on his quant abilities . reluctant to discuss / share his modelling  work , and that which i have seen has too many hand fixes to give me  confidence in his rigour . other enroncredit . com feedback indicates that he  is sometimes prepared to compromise quant analysis to keep the traders happy .  matthew williams , overall : excellent . superior quant skills , excellent  everywhere else . recommended for promotion to senior specialist .  kirstee hewitt , overall : excellent . a solid all - round performance , and a  huge workload . in recognition of the level of responsibility kirstee is  bearing i ' m recommending her for promotion to senior specialist .  sharad agnihotri , overall : excellent . superior quant skills , excellent  everywhere else . very self - directed and commercial - minded . already  operating at manager level in my opinion . flagged for promotion next  mid - year if performance continues at this level .  slava danilov , overall : excellent . superior quant skills , excellent  everywhere else . as a non - commercial - type quant he is hard to fault , but  will probably never work on a trading desk . already operating at manager  level in terms of his depth and rigour of analysis , and the extent to which  he is contributing to the team . flagged for promotion next mid - year if  performance continues at this level .  steve"
ham," re : lunch  john ,  thanks . see you on monday .  vince  enron north america corp .  from : john goodpasture @ enron 03 / 31 / 2000 01 : 11 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : re : lunch  we are confirmed for lunch this coming monday , april 3 . i ' ll meet you in the  lobby at 11 : 15 and drive us to otto ' s barbecue on memorial .  thanks , jng"
ham," re : var for enroncredit . com  bryan ,  we shall be glad to take a look at the system . to sign - off on the vendor  provided system we  have to look under the hood and review the algorithms . i hope the vendor will  have no objections to it .  another critical issue we have to solve on a short notice is to integrate the  system you want to buy  with the rest of var / credit systems . we shall stand by to help in this  endeavor .  an alternative approach is to evaluate to what extent your positions can be  rolled into the existing risk systems .  vince  bryan seyfried  11 / 10 / 2000 03 : 20 am  to : vince j kaminski / hou / ect @ ect , steven leppard / lon / ect @ ect  cc : ted murphy / hou / ect @ ect  subject : var for enroncredit . com  vince / steve - - we are going to the board in december to ask for formal  limits . as you know one of the key limits at the board level is value at  risk . to that end , it is imperative that you are comfortable with our  approach for calculating var . we have implemented a third party risk system  which holds all of our positions and are in the process of putting the debt  positions in . the system has a var engine which is being demo ' d by the  vendor today . ben and kirstee are attending the demo and if they find the  technology acceptable , i propose moving forward with implemantion of the  module . pls . let me know if this sounds reasonable and how you would  envision implementing .  thanks"
ham," re : clustering for gas and power  frank ,  following up on our discussions ,  can you please send us the list of enron ' s curves by geographical region  separately for gas and power .  appreciate it ,  tanya .  tanya tamarchenko  04 / 16 / 2001 09 : 16 am  to : jaesoo lew / na / enron @ enron  cc : vladimir gorny / enron @ enronxgate , winston jia / enron @ enronxgate , vince j kaminski / hou / ect @ ect  subject : re : clustering for power  jaesoo ,  as we discussed last week on wednesday meeting can you , please ,  implement clustering for power curves by geographical region . this involves the following :  1 . deciding together with risk control how many geographical regions we want to use  and which enron ' s curves belong to each region .  2 . deciding together with risk control how to choose core curves for each region . this decision can  be maid based on the a ) position size ; b ) statistical analysis . there might be other considerations .  3 . doing regression analysis for each curve versus the corresponding core curve .  winston ,  can is it possible to run var for the clustering results obtained by jaesoo with clustering done by sas ?  should we wait for the stage re - fresh and what is the status on this ?  tanya . "
ham," re : hello from vince kaminski at enron  shmuel ,  sorry for not getting back to you earlier .  if the 23 rd of october is still open , i can make the presentation on this  day .  vince  "" shmuel oren "" on 08 / 30 / 2000 08 : 18 : 15 am  to :  cc :  subject : re : hello from vince kaminski at enron  originally you mentioned october 23 so i reserved that week which is still  open .  shmuel s . oren , professor  dept . of industrial engineering  and operations research  4117 etcheverry hall  university of california  berkeley , ca 94720 - 1777  e - mail : oren @ ieor . berkeley . edu  phone : ( 510 ) 642 - 1836 or 5484  fax : ( 510 ) 642 - 1403  - - - - - original message - - - - -  from :  to :  cc : ; ;  sent : wednesday , august 30 , 2000 9 : 03 am  subject : re : hello from vince kaminski at enron  >  > shmuel ,  >  > let ' s see if we can either rearrange the seminar speakers  > or change the date of our visit to the campus . ashley baxter , our  > coordinator is very efficient and  > got a faculty room for a presentation on monday morning on the 16 th .  >  > vince  >  >  >  >  >  >  > "" shmuel oren "" on 08 / 29 / 2000 05 : 37 : 33 pm  >  > to :  > cc :  > subject : re : hello from vince kaminski at enron  >  >  > dear vince . i spoke too soon . apparently the seminar slot on the 16 was  > already filled . i will see if i can switch the speaker for that week to  the  > following week . in any case we are on for dinner on the 16 .  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > shmuel s . oren , professor  > dept . of industrial engineering  > and operations research  > 4117 etcheverry hall  > university of california  > berkeley , ca 94720 - 1777  > e - mail : oren @ ieor . berkeley . edu  > phone : ( 510 ) 642 - 1836 or 5484  > fax : ( 510 ) 642 - 1403  > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  >  > - - - - - original message - - - - -  > from :  > to :  > cc : ;  > sent : tuesday , august 29 , 2000 5 : 01 pm  > subject : re : hello from vince kaminski at enron  >  >  > >  > > shmuel ,  > >  > > the date of our trip to berkeley has been set . it will be october 16 th  > and  > > 17 th  > > ( monday and tuesday ) .  > >  > > i shall be glad to make a presentation on energy derivatives markets  > > ( development of the markets in the us and europe , valuation  difficulties ,  > > enron ' s role  > > in developing the forward markets for natural gas and electricity ) .  > >  > > please , let me know if this topic would be of interest to you . if this  is  > > the  > > case , i shall follow with a title and an abstract .  > >  > > by the way , are you free for dinner on monday ?  > >  > > vince  > >  > >  > >  > >  > >  > >  > > "" shmuel oren "" on 08 / 24 / 2000 08 : 59 : 38 am  > >  > > to : "" vince j kaminski ""  > > cc :  > > subject : re : hello from vince kaminski at enron  > >  > >  > > great . our seminars are 3 : 30 to 5 pm . if it works for you please send me  a  > > title and abstract .  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > > shmuel s . oren , professor  > > dept . of industrial engineering  > > and operations research  > > 4117 etcheverry hall  > > university of california  > > berkeley , ca 94720 - 1777  > > e - mail : oren @ ieor . berkeley . edu  > > phone : ( 510 ) 642 - 1836 or 5484  > > fax : ( 510 ) 642 - 1403  > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > >  > > - - - - - original message - - - - -  > > from : "" vince j kaminski ""  > > to : "" shmuel oren ""  > > cc : "" vince j kaminski "" ; "" ashley baxter ""  > >  > > sent : thursday , august 24 , 2000 9 : 58 am  > > subject : re : hello from vince kaminski at enron  > >  > >  > > >  > > >  > > > shmuel ,  > > >  > > > thanks for the message . i am working with our recruiter , ashley  baxter ,  > > > to finalize the date of the trip . i shall shoot for october the 23 rd  > > > if this date works for the rest of our team .  > > >  > > > vince  > > >  > > >  > > >  > > >  > > >  > > >  > > > "" shmuel oren "" on 08 / 23 / 2000 11 : 46 : 19 am  > > >  > > > to : vince j kaminski / hou / ect @ ect  > > > cc :  > > > subject : re : hello from vince kaminski at enron  > > >  > > >  > > >  > > > dear vince .  > > > i sent you a reply earlier this month but i haven ' t heard from you  > about  > > the  > > > date of your visit . our department has a seminar every monday . if you  > can  > > > schedule your visit on a monday i would like to invite you to give a  > > seminar  > > > which will be attended by many of our graduate students and faculty  and  > > will  > > > give you an opportunity to tell them about your program . with  > sufficient  > > > lead - time i can advertise the seminar in the hass school to their  > > financial  > > > engineering students .  > > > shmuel .  > > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > > > shmuel s . oren , professor  > > > dept . of industrial engineering  > > > and operations research  > > > 4117 etcheverry hall  > > > university of california  > > > berkeley , ca 94720 - 1777  > > > e - mail : oren @ ieor . berkeley . edu  > > > phone : ( 510 ) 642 - 1836 or 5484  > > > fax : ( 510 ) 642 - 1403  > > > / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  > > >  > > > - - - - - original message - - - - -  > > > from :  > > > to : ; ;  > > >  > > > sent : tuesday , august 08 , 2000 10 : 59 am  > > > subject : hello from vince kaminski at enron  > > >  > > >  > > > > shmuel ,  > > > >  > > > > i hope you remember me . i visited you together with aram sogomonian ,  > a  > > > > good friend of mine , a few years ago . i am currently responsible ,  > among  > > > > other things , for recruiting graduates with finance and / or technical  > > > > backgrounds at the university of berkeley . i would be glad to give  > you  > > a  > > > > call and talk more about the details of our program . my colleague ,  > > > > ashleybaxter , from the analyst / associate program at enron would join  > me  > > > > as well .  > > > >  > > > > i am sending you a copy of the brochure about the analyst /  associate  > > > > program .  > > > >  > > > > vince kaminski  > > > >  > > > >  > > > > vincent kaminski  > > > > managing director - research  > > > > enron corp .  > > > > 1400 smith street  > > > > room ebl 962  > > > > houston , tx 77002 - 7361  > > > >  > > > > phone : ( 713 ) 853 3848  > > > > fax : ( 713 ) 646 2503  > > > > e - mail : vkamins @ enron . com  > > > >  > > >  > > >  > > >  > > >  > > >  > > >  > >  > >  > >  > >  > >  > >  >  >  >  >  >  >"
