emails,target
"Subject: re : ua 4 - meter 1441 for 11 / 97 - falfurrias
howard - the above meter indicates a daily swing with no one in volume
management ' s initials in oss . i need some information for daren before it
can be determined if a deal should be set up to cover the 089 contract for
11 / 97 forward .
i ' ve done some research as follows :
1 / 95 shows delivery on transport contract # 012 - 82269 - 02 - 002 ( southeastern
marketing co . as counterparty )
1 / 96 thru 10 / 31 / 97 shows delivery on transport contract # 012 - 27182 - 02 - 001
( esperanza marketing corp as counterparty ) .
11 / 97 thru 12 / 97 shows delivery on 089 - 41500 - 102
1 / 98 shows delivery on 089 - 41500 - 101
no other transactions at this meter since 1 / 98 .
some questions i need answered are - why was volume allocated to transport
contracts through 10 / 31 / 97 and then started to be allocated to the 089
contract later ? are the transport contracts no longer valid to allocate to
and is that the reason the 089 contract was used ? or should the transport
contract be allocated to instead of the 089 contract for 11 / 97 forward ? each
item indicates a delivered volume , so either a transport or sale is taking
place .
all the information that is supplied on the ua 4 report is need a contract for
9 , 448 mmbtu .
since the meter was assigned to someone else during this timeframe before it
was assigned to me , it ' s difficult to know why the 089 contract was ever used
for allocation and since there are no other records such as deal tickets in
cpr or oss .
need help , stella
daren j farmer
12 / 22 / 99 07 : 14 am
to : stella l morris / hou / ect @ ect
cc :
subject : re : ua 4 - meter 1441 for 11 / 97 - falfurrias
what occurred at this point in prior months ? who was allocated the volume ?
d
from : stella l morris 12 / 16 / 99 06 : 04 pm
to : daren j farmer / hou / ect @ ect
cc : mary m smith / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : ua 4 - meter 1441 for 11 / 97 - falfurrias
daren - i need your help in resolving this issue . there wasn ' t any deal in
oss for the above reference meter , nor could i find anything in cpr . the
contract shows 089 - 41500 - 102 representing a sale in the amount of 9448 .
thanks , stella",0
"Subject: kinder morgan net out for 2 / 15 @ aquila header meter # 11230 & hpl
meter 980072
please make a note that on 2 / 15 at aquila header ( wgr pipe in system ) meter
# 11230 & hpl / aquila hdr meter # 980072 , that there is a net out of purchase
deal 626230 & sale to kinder morgan deal 626231 for a volume 29310 .
let me know if you have any questions .
thanks ,
mark
x 33396",0
"Subject: free profiles you choose derm
htmlheadtitlelt ; lt ; subscription derm @ iit . demokritos . gr gt ; gt ; / title / head
body marginheight = 0 bgcolor = # 615 e 5 b topmargin = 0 link = # ae 2601 vlink = # ae 2601 alink = # ae 2601
a href = http : / / derm . com . / a
table width = 100 % height = 100 % border = 0 cellpadding = 0 cellspacing = 0 border = 0
trtd align = center valign = toptable bgcolor = # ffffff width = 552 cellpadding = 0 cellspacing = 0 border = 0 tr
td height = 69 align = centerimg src = http : / / www . moopid . com / hotlist / images / logo _ aac . gif width = 550 height = 69 border = 0 alt = / td
/ trtrtd height = 80 align = centerimg src = http : / / www . moopid . com / hotlist / images / naughty . gif width = 246 height = 22 border = 0 alt = img src = http : / / www . moopid . com / hotlist / images / join . gif width = 246 height = 22 border = 0 alt = brfont face = verdana size = 2 color = # ff 5705 bderm explore all your wildest fantasies in a safe , fun , and anonymous environment ! / b / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / amber 7904 . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bamber 7904 / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 23 / female seeks anyone aged 20 - 30
brnine mile falls , wa
bractive within 24 hours
brrating : 9 . 9 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / xisexyix . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bxisexyix / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 21 / female seeks anyone aged 20 - 30
brboston , ma
bractive within 24 hours
brrating : 9 . 7 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / surfgrl 2 . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bsurfgrl 2 / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
brl 8 / female seeks anyone aged 20 - 30
brcorpus christi , tx
bractive within 24 hours
brrating : 9 . 3 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / punkchickl 42004 . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bpunkchickl 42004 / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 21 / female seeks anyone aged 20 - 30
brtoronto , can
bractive within 24 hours
brrating : 9 . 9 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / pepperll . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bpepperll / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 20 / female seeks anyone aged 20 - 30
brmilwaukee , wi
bractive within 24 hours
brrating : 9 . 0 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / llippiabell . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bllippiabell / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 21 / female seeks anyone aged 20 - 30
brrosemead , ca
bractive within 24 hours
brrating : 8 . 6 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / lachelle . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 blachelle / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 26 / female seeks anyone aged 20 - 30
broklahoma city , ok
bractive within 24 hours
brrating : 8 . 5 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / dirtyblondel 979 . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bdirtyblondel 979 / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 25 / female seeks anyone aged 20 - 30
brfort lauderdale , fl
bractive within 24 hours
brrating : 8 . 2 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / cassilynne . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bcassilynne / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 26 / female seeks anyone aged 20 - 30
brduluth , mn
bractive within 24 hours
brrating : 8 . 0 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
table bgcolor = # ffffff width = 552 cellpadding = 10 cellspacing = 0 border = 0
tr
td valign = top width = 170 align = lefta href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / 01 / badbadbadgurl . jpg width = 160 height = 120 border = 0 alt = / a / td
td valign = top align = left
font face = verdana size = 1 bbadbadbadgurl / b / fontbr
a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlimg src = http : / / www . moopid . com / hotlist / images / buttons . gif border = 0 / a
font face = verdana size = 1
br 25 / female seeks anyone aged 20 - 30
brcincinnati , oh
bractive within 24 hours
brrating : 7 . 9 img src = http : / / www . moopid . com / hotlist / images / spacer . gif height = 1 width = 180 a href = http : / / www . moopid . com / hotlist / hottlist _ 09 . htmlview all pics / anbsp ; img src = http : / / www . moopid . com / hotlist / images / arrow _ right . gif / font / td
/ tr
/ table
/ td
/ tr
/ table
http : / / derm . com f 84 a 6 dbo 6 bo 63 ffb 3619618 fa 8 clf 175 the stupid mobile phone smells . br any little smart glasses is on fire . br a given odd shaped mouse show its value . br a odd shaped green sofa is thinking . br any given noisy soft shining mobile phone fidgeting or any odd shaped ram calms - down . br her daughters beautiful odd shaped smart baby is thinking . br a odd shaped mouse snores . br a white clock falls . br any purple omprella stares or maybe their shining omprella fidgeting as soon as any given golden laptop smiles however , our silver kitchen lies . br our children round - shaped red mobile phone got an idea and perhaps a stupid little little soft kitchen is on fire . br our children shining paper smells . br derm @ iit . demokritos . gr @ iit . demokritos . gr
/ body
/ html
",1
"Subject: acceptance of offer
sir ,
i have decided to accept your offer of employment here at enron . please let
me know how i can help with the "" hiring - on "" process . may i ask what is the
effective hire date ? that information will help me when i switch over from
prostaff .
thank you for this wonderful opportunity !
sincerely ,
sam smith",0
"Subject: start shopping at costco today with a complimentary gold membership in your area .
start shopping at costco today with a free gold membership . we ' re giving away a limited number of gold memberships in your area .
kklynszb",1
"Subject: re : presentation in seoul
anthony duenner @ enron _ development on 12 / 15 / 99 01 : 46 : 35 pm
to : mark ruane @ ect , zimin lu @ ect
cc :
subject : presentation in seoul
better late than never - - i again wanted to thank both of you for taking the
time and making the effort to make the raroc and real options presentations
in seoul earlier this month . both presentations were well received and i had
a number of favorable comments and expressions of thanks form our hosts after
the presentations . i know you both have very busy schedules - - especially
around this time of year - - and very much appreciate your help . regards .
anthony duenner",0
"Subject: get a free sony dvd handycam
",1
"Subject: [ ilug ] please kindly get back to me
from : mr . desmond stevens
urgent assistance .
you may be surprised to receive this letter from me since you do not know me personally . i am mr . desmond stevens , the first son of dr . dennis stevens , who was recently murdered in the land dispute in zimbabwe . i was furnished with viable information from the world trade centre here in amsterdam , the netherlands and decided to write you .
before the death of my father , he had taken me to amsterdam to deposit the sum of ten million , five hundred thousand united states dollars ( us $ 10 , 500 , 000 ) in a security company , as if he foresaw the looming danger in zimbabwe . this money was deposited in a box as gemstones to avoid much demurrage from the security company . this amount was meant for the purchase of new machines and chemicals for the farms and establishment of new farm in swaziland . this land problem came when zimbabwe president mr . robert mugabe , introduced a new land act that wholly affected rich white farmers and some few black farmers . this resulted to the killing and mob action by zimbabwe war veterans and some lunatics in the society . infact , a lot of people were killed because of this land reform act of which my father was one of the victims . it is against this background that my family and i who are currently staying in amsterdam decided to transfer my father ’ s money to
a foreign account . since the law of the netherlands prohibit a refugee ( asylum seeker ) to open any account or to be involved in any financial transaction .
as the eldest son of my father , i am saddled with the responsibility of seeking a genuine foreign account where this money could be transferred without the knowledge of my government who are bent on taking everything we have got . i am faced with the dilemma of investing this amount of money in the netherlands for the fear of going through the same experience in future since both countries have similar history . moreover , the netherlands foreign exchange policy does not allow such investment from asylum seekers . as a businessman , whom i have entrusted my future and my family in his hands , i must let you know that this transaction is risk free . if you accept to assist me and my family , all i need you to do for me is to make arrangement and come to amsterdam , the netherlands so that you can open the non - resident account which will aid us in transferring the money into any account you will nominate overseas . this money i intend to use for investment . i have
options to offer you , first you can choose to have certain percentage of the money for nominating your account for the transaction , or you can go into partnership with me for a proper profitable investment of the money in your country . whichever option you choose , feel free to notify me . i have mapped out 5 % of this money for all expenses incurred in processing this transaction . if you do not prefer a partnership , i am willing to give you 25 % of the money while the remaining 70 % that is meant for me , will be for the investment in your country .
please , contact me with the above telephone and e - mail address , while i implore you to maintain the absolute secrecy required in the transaction .
yours faithfully ,
desmond stevens .
- -
irish linux users ' group : ilug @ linux . ie
http : / / www . linux . ie / mailman / listinfo / ilug for ( un ) subscription information .
list maintainer : listmaster @ linux . ie",1
"Subject: earn your fortune on ebay !
the
famous
ebay marketing e - course . . .
learn to
sell with the complete ebay ™
auction marketing e - course
here ' s
your chance to join the online
selling revolution and earn a full time income !
our ebay marketing e - course will show you how to create
huge profits selling on ebay !
do you sell on ebay ? if so , you could be making up
to $ 100 , 000 per month .
this is no hype and no scam . receiving over 1 . 5 billion page views per
month , ebay is the ultimate venue for selling virtually anything and making
huge profits with almost no effort . but you have to know what to sell and
how to sell . that ' s where i come in .
as a leading expert in internet marketing and the owner of several profitable
auction - based businesses , the manual that i have written provides easy to
understand and detailed instructions for maximizing your profits with selling
strategies that are proven winners .
if you ' ve read any other books on ebay , you know that all of them are designed
for the computer idiot and the auction novice . they tell you how to register ,
how to list an item , how to avoid fraud , etc . this is not the information
you need to make millions on ebay . you need to learn effective selling strategies
not read a photocopy of ebay help files ! my manual assumes that you already
know your way around ebay ; you don ' t need any specialized computer knowledge ,
but you should be familiar with buying and selling on ebay auctions . i ' m
not going to waste your time teaching you how to register - i ' m going to
pass on the secret selling techniques that i use each and every day to bring
in hundreds of thousands of dollars selling my products on internet auctions .
the manual comes as a complete course with the following lessons :
make a fortune on ebay ™
make a fortune on ebay ™ is filled with page after page
of vital ebay ™ marketing information . this valuable e - book
is terrific for the ebay ™ user to get the right ebay ™ information
and have an instant edge over other more experienced ebay ™
sellers
advanced selling on ebay ™
advanced selling on ebay ™ has more vital information
to make their auction a success . this e - book has many topics
to ensure that they get the maximum potential from their
auctions . advanced selling on ebay ™ goes into more detailed
information than it ' s sister e - book make a fortune on ebay ™ .
16 ebay ™ forms
"" 16 ebay ™ forms "" is a must . these
forms will help them track , analyze and record their auctions .
it contains 16 forms with full instructions . this e - book
also contains the forms in printer friendly version , so
they can print them for immediate use .
wholesale sources
wholesale sources is the final e - book
in the ebay ™ marketing e - course . it contains wholesale distributors
from the united states , mexico , hong kong , taiwan , asia
and the philippines . armed with this e - book your customers
will have over 10 , 000 , 000 wholesale products at their
finger tips . .
this manual is designed for individuals looking to form
an online business for extra income or as a full - time job making hundreds
of thousands of dollars on ebay . contained in the manual are winning strategies
for selling on ebay auctions . the manual is not designed for ebay novices
and does not teach the "" basics "" such as registering , putting an item online ,
buying an item , etc . this manual is designed to make ebay users into successful
and wealthy entrepreneurs !
not only will you be able to make thousands with the
information in these e - books , you will also receive full
resellers rights . this is not an affiliate program where
you get 20 or 30 % . . . you keep all the money generated from your
e - course sales .
you can sell this e - course as many times as you want for
whatever price you choose . there is no limit on how much
you can make from this incredible product !
sell these e - books individually or
as a complete e - course . give "" make a fortune on ebay ""
for free and use "" advanced selling on ebay "" , "" 16
ebay forms "" and "" wholesale sources "" as a sell up .
all 4 e - books
for only $ 19 . 99 . click here to order your e - course today !
please allow up to 24 hours to
process your order ( 1 - 2 hours during business hours ) .
thank you for your time and i hope to hear from you soon !
",1
"Subject: unresolved issues for jan 1 . - followup
here is a followup to the memo sent on 12 / 31 / 99 . fyi
enron field services - has not been nominated since september 99 . have we
stopped doing business on this pipe ? ( just an fyi - ? ) do we need to get
this assigned ? i can find old
notes and try to get this pathed if necessary . someone just needs to let
me know . unresolved - appears to be unassigned ?
lavaca expense transport - this is offsystem gas that hplc transports for
ena . ena has no nom at meter 1000 in pops for jan 1 . unresolved
midcon texas pipeline - there were deals left unpathed for jan 1 ( and
dec ? ) . i brokered and nominated the obvious but we seem to have 10 , 000 with
transport contract to move this gas on and no sale to broker to . as it
stands , it looks like we have a long position . who is this assigned to ? i
thought carlos was handling this one , but i could be wrong . unresolved
channel industries pipeline - several issues here :
1 . all deals with the exception of the long term transport expense were left
unpathed for jan 1 . i viewed prior month transactions and pathed
appropriately . someone
needs to review for accuracy . also , there were deals that went to zero ,
that were nominated for january . resolved but needs to be verified .
2 . we still do not have enough supply to meet our sales requirement . this
issue has been left unsresolved since october 99 . volume management cannot
allocate was is
not pathed and nominated . unresolved or unpathed ?
3 . there is a transaction for january that is once again not on our point
specific transport contracts . ( rec mtr 1 - 6366 10 , 000 to del mtr 2 - 6203
10 , 000 ) . this is a pathed pipeline . we have no rate . we need to know the
rate and whether one of the expense contracts needs to be amended for this
transaction , we are not legally covered . carlos was handling this pipe in
dec . who is this assigned to for jan ? unresolved
hpl operational - this shipper on hpl has been left unpathed for december
and january 1 . who is this assigned to ? this can wait until we get back
next week . if it is left unresolved , i will get it pathed when i return .
i haven ' t had time to do this yet . if we haven ' t figured out the assignement
then i will get to it asap .",0
